ParticipantID,ColorID,LightingTemperature,LightingIntensity,IdealMatch,TextureRenderCentroidUB,TextureRenderCentroidLB
6,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.35008960:0.77104900:0.55262320),(0.27645330:0.71809280:0.55262320)
6,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.69539810:0.78412400:0.64016730),(0.63981700:0.80235840:0.64016730)
6,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.00038388:0.67619260:0.62316360),(0.98483670:0.71035570:0.62316360)
6,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.36186470:0.75156840:0.66966780),(0.25505010:0.69867890:0.66966780)
6,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.68985670:0.76720790:0.77535190),(0.63809700:0.78543080:0.77535190)
7,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.02254243:0.86799530:0.63249030),(0.01300950:0.86294440:0.63249030)
7,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.31318830:0.77187680:0.52833680),(0.26431870:0.84197260:0.52833680)
7,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.69087430:0.70443380:0.43743180),(0.68417920:0.68361540:0.43743180)
7,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.69184450:0.67342420:0.51980440),(0.68657890:0.65826400:0.51980440)
7,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.01560539:0.85298870:0.77068950),(0.01319421:0.84677030:0.77068950)
7,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.30347520:0.80189430:0.63937660),(0.27527130:0.82279600:0.63937660)
7,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.30556190:0.88563170:0.37348010),(0.29438690:0.89559450:0.37348010)
7,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.02258503:0.91065310:0.43642620),(0.00919715:0.88775490:0.43642620)
7,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.69661550:0.78605150:0.32889570),(0.67440370:0.73675340:0.32889570)
7,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00247400:0.74386480:0.60822740),(0.99531990:0.73953720:0.60822740)
7,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.67787070:0.75253250:0.64016730),(0.66087390:0.74859890:0.64016730)
7,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.33774020:0.73545460:0.60835960),(0.29828710:0.74392040:0.60835960)
7,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00242570:0.72751490:0.74053590),(0.99600520:0.72319160:0.74053590)
7,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.68165160:0.73562130:0.77535190),(0.66410420:0.73172480:0.77535190)
7,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.33704290:0.71859640:0.73917930),(0.30170170:0.72701480:0.73917930)
7,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.67320900:0.79975370:0.45122350),(0.65981310:0.79582490:0.45122350)
7,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.33642150:0.78252080:0.42362040),(0.28914690:0.79114030:0.42362040)
7,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00345612:0.78956430:0.42044790),(0.98765090:0.78509620:0.42044790)
7,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.67505520:0.78412400:0.64016730),(0.65854850:0.80235840:0.64016730)
7,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.00077760:0.69678120:0.51378220),(0.99036090:0.73102070:0.51378220)
7,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.34752800:0.77104900:0.55262320),(0.30016950:0.71809280:0.55262320)
7,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.67390560:0.76720790:0.77535190),(0.65273320:0.78543080:0.77535190)
7,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.35415670:0.75156840:0.66966780),(0.33667090:0.71295620:0.66966780)
7,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.99427610:0.70024130:0.62316360),(0.99088420:0.71035570:0.62316360)
7,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99904960:0.75915600:0.36087690),(0.98733120:0.78860340:0.36087690)
7,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.67368600:0.83093050:0.45122350),(0.65556960:0.84837980:0.45122350)
7,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.34470270:0.82388950:0.38847540),(0.32363470:0.77224480:0.38847540)
8,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.31599230:0.73467640:0.63937660),(0.29226510:0.82279600:0.63937660)
8,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.69186610:0.67342420:0.51980440),(0.68532010:0.65266590:0.51980440)
8,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.01750747:0.85298870:0.77068950),(0.01308883:0.84618940:0.77068950)
8,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.30552530:0.88586470:0.37348010),(0.29102890:0.89559450:0.37348010)
8,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.01524922:0.91065310:0.43642620),(0.00714240:0.87632010:0.43642620)
8,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.70358840:0.78605150:0.32889570),(0.67920490:0.75970380:0.32889570)
8,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00320391:0.74386480:0.60822740),(0.99871330:0.73953720:0.60822740)
8,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.33439800:0.73545460:0.60835960),(0.32806890:0.74392040:0.60835960)
8,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.67320040:0.75253250:0.64016730),(0.66342920:0.74859890:0.64016730)
8,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00353561:0.72751490:0.74053590),(0.99903110:0.72319160:0.74053590)
8,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.34470470:0.71859640:0.73917930),(0.32644490:0.72701480:0.73917930)
8,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.66864540:0.73562130:0.77535190),(0.66410910:0.73172480:0.77535190)
8,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.66857140:0.79975370:0.45122350),(0.66262140:0.79582490:0.45122350)
8,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.34220670:0.78252080:0.42362040),(0.32559230:0.79114030:0.42362040)
8,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00285890:0.78956430:0.42044790),(0.99487820:0.78509620:0.42044790)
8,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.66916940:0.78412400:0.64016730),(0.65525340:0.80235840:0.64016730)
8,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.99550560:0.71609180:0.51378220),(0.98768310:0.73102070:0.51378220)
8,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.35199210:0.77104900:0.55262320),(0.33488360:0.72483480:0.55262320)
8,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.66541750:0.77300150:0.77535190),(0.65880250:0.78543080:0.77535190)
8,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.35147390:0.75156840:0.66966780),(0.33499400:0.70571060:0.66966780)
8,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.99794360:0.68463990:0.62316360),(0.98630870:0.71035570:0.62316360)
8,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.99606170:0.77309530:0.36087690),(0.97987670:0.78860340:0.36087690)
8,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.35527270:0.82388950:0.38847540),(0.31766550:0.77224480:0.38847540)
8,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.66737820:0.83093050:0.45122350),(0.65617530:0.84837980:0.45122350)
8,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.31159130:0.78038270:0.52833680),(0.29664360:0.84197260:0.52833680)
8,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.01705115:0.86799530:0.63249030),(0.01014557:0.84715490:0.63249030)
8,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.69422430:0.70443380:0.43743180),(0.67865680:0.65920770:0.43743180)
9,3,4000K,Low,(0.30401670:0.89559450:0.37348010),(0.31014940:0.85731580:0.37348010),(0.29243520:0.89559450:0.37348010)
9,2,4000K,Low,(0.01315668:0.91065310:0.43642620),(0.01701588:0.91065310:0.43642620),(0.00716893:0.87646590:0.43642620)
9,1,4000K,Low,(0.68437110:0.78605150:0.32889570),(0.70422550:0.78605150:0.32889570),(0.67297050:0.73016920:0.32889570)
9,3,7000K,Normal,(0.33143670:0.74392040:0.60835960),(0.34011140:0.73545460:0.60835960),(0.32203220:0.74392040:0.60835960)
9,2,7000K,Normal,(0.00096963:0.74386480:0.60822740),(0.00570311:0.74386480:0.60822740),(0.99235650:0.73953720:0.60822740)
9,1,7000K,Normal,(0.66753790:0.75253250:0.64016730),(0.67079660:0.75253250:0.64016730),(0.65747060:0.74859890:0.64016730)
9,1,7000K,High,(0.66754940:0.73562130:0.77535190),(0.67182070:0.73562130:0.77535190),(0.66434100:0.73172480:0.77535190)
9,3,7000K,High,(0.33140340:0.72701480:0.73917930),(0.33860930:0.71859640:0.73917930),(0.31309290:0.72701480:0.73917930)
9,2,7000K,High,(0.00099043:0.72751490:0.74053590),(0.00415748:0.72751490:0.74053590),(0.99599020:0.72319160:0.74053590)
9,2,7000K,Low,(0.00094315:0.78956430:0.42044790),(0.00832961:0.78956430:0.42044790),(0.99736090:0.78509620:0.42044790)
9,1,7000K,Low,(0.66748540:0.79975370:0.45122350),(0.66999630:0.79975370:0.45122350),(0.66026820:0.79582490:0.45122350)
9,3,7000K,Low,(0.33151750:0.79114030:0.42362040),(0.33822370:0.78252080:0.42362040),(0.31250950:0.79114030:0.42362040)
9,3,10000K,Normal,(0.34478010:0.77104900:0.55262320),(0.36616700:0.77104900:0.55262320),(0.31995450:0.71809280:0.55262320)
9,1,10000K,Normal,(0.66287900:0.80235840:0.64016730),(0.66887990:0.78412400:0.64016730),(0.65538160:0.80235840:0.64016730)
9,2,10000K,Normal,(0.99219360:0.73102070:0.51378220),(0.99757960:0.70704900:0.51378220),(0.98774770:0.73102070:0.51378220)
9,2,10000K,High,(0.99198450:0.71035570:0.62316360),(0.00436576:0.67619260:0.62316360),(0.98460190:0.71035570:0.62316360)
9,3,10000K,High,(0.34506200:0.75156840:0.66966780),(0.35384910:0.75156840:0.66966780),(0.33072030:0.69867890:0.66966780)
9,1,10000K,High,(0.66279980:0.78543080:0.77535190),(0.66796520:0.76720790:0.77535190),(0.65457030:0.78543080:0.77535190)
9,1,10000K,Low,(0.66323870:0.84837980:0.45122350),(0.66426480:0.84308020:0.45122350),(0.64496080:0.84837980:0.45122350)
9,2,10000K,Low,(0.99286160:0.78860340:0.36087690),(0.00181517:0.75482700:0.36087690),(0.98836900:0.78860340:0.36087690)
9,3,10000K,Low,(0.34378060:0.82388950:0.38847540),(0.35550240:0.82388950:0.38847540),(0.31506040:0.77224480:0.38847540)
9,3,4000K,Normal,(0.30099010:0.84197260:0.52833680),(0.31263740:0.77479000:0.52833680),(0.29726700:0.84197260:0.52833680)
9,2,4000K,Normal,(0.01390361:0.86799530:0.63249030),(0.02134712:0.86799530:0.63249030),(0.00739246:0.83251150:0.63249030)
9,1,4000K,Normal,(0.68858720:0.70443380:0.43743180),(0.69309100:0.70443380:0.43743180),(0.68564130:0.69038290:0.43743180)
9,2,4000K,High,(0.01431303:0.85298870:0.77068950),(0.02050132:0.85298870:0.77068950),(0.00837674:0.82099930:0.77068950)
9,1,4000K,High,(0.68988270:0.67342420:0.51980440),(0.69344440:0.67342420:0.51980440),(0.67889770:0.62552370:0.51980440)
9,3,4000K,High,(0.29999980:0.82279600:0.63937660),(0.30180640:0.81179700:0.63937660),(0.28810160:0.82279600:0.63937660)
